"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
9567,0.234,0.002,0.129,0.429,0.206
9568,0.347,0,0.068,0.408,0.177
9569,0.375,0,0.035,0.315,0.275
9570,0.026,0.137,0.23,0.024,0.583
9571,0.648,0.001,0.015,0.02,0.316
9572,0.62,0,0.009,0.247,0.124
9573,0.502,0,0.012,0.392,0.094
9574,0.469,0,0.014,0.436,0.081
9575,0.487,0.001,0.025,0.393,0.094
9576,0,0.029,0.081,0.013,0.877
9577,0.684,0.007,0.044,0.132,0.133
9578,0.329,0,0.019,0.077,0.575
9579,0.073,0.054,0.221,0.09,0.562
9580,0.048,0.069,0.254,0.018,0.611
9581,0.369,0,0.054,0.279,0.298
9582,0.681,0,0.014,0.012,0.293
9583,0.858,0,0.004,0.026,0.112
9584,0.003,0.018,0.159,0.013,0.807
9585,0.756,0,0.004,0.134,0.106
9586,0.778,0.001,0.023,0.073,0.125
9587,0.717,0,0.003,0.156,0.124
9588,0.1,0.017,0.136,0.03,0.717
9589,0.798,0,0.003,0.152,0.047
9590,0.408,0,0.059,0.429,0.104
9591,0.012,0.068,0.306,0.015,0.599
9592,0.723,0,0.006,0.192,0.079
9593,0.568,0.002,0.02,0.062,0.348
9594,0.373,0,0.144,0.102,0.381
9595,0.011,0.023,0.185,0.005,0.776
9596,0.76,0.003,0.008,0.018,0.211
9597,0.839,0.001,0.003,0.033,0.124
9598,0.923,0,0.007,0.023,0.047
9599,0.769,0,0.004,0.075,0.152
9600,0.631,0,0.017,0.301,0.051
9601,0.926,0,0.011,0.027,0.036
9602,0.008,0.016,0.114,0.012,0.85
9603,0.153,0.028,0.102,0.034,0.683
9604,0.714,0,0.025,0.167,0.094
9605,0.283,0.025,0.084,0.218,0.39
9606,0.391,0.001,0.018,0.137,0.453
9607,0.521,0,0.028,0.292,0.159
9608,0.003,0.015,0.039,0.007,0.936
9609,0.751,0,0.018,0.023,0.208
9610,0.401,0,0.072,0.26,0.267
9611,0.366,0,0.014,0.552,0.068
9612,0.466,0.01,0.148,0.096,0.28
9613,0.005,0.014,0.083,0.009,0.889
9614,0.869,0,0.001,0.081,0.049
9615,0.557,0,0.029,0.177,0.237
9616,0.179,0,0.043,0.652,0.126
9617,0.213,0,0.1,0.333,0.354
9618,0.058,0.088,0.059,0.014,0.781
9619,0.478,0.004,0.15,0.213,0.155
9620,0.717,0,0.063,0.151,0.069
9621,0.561,0,0.01,0.365,0.064
9622,0.032,0.003,0.038,0.323,0.604
9623,0.677,0,0.007,0.219,0.097
9624,0.483,0,0.066,0.357,0.094
9625,0.172,0.008,0.199,0.413,0.208
9626,0.784,0,0.017,0.03,0.169
9627,0.439,0.001,0.016,0.415,0.129
9628,0.622,0,0.011,0.143,0.224
9629,0.584,0,0.049,0.295,0.072
9630,0.416,0.004,0.07,0.091,0.419
9631,0.514,0,0.008,0.014,0.464
9632,0.36,0,0.093,0.329,0.218
9633,0.363,0,0.058,0.328,0.251
9634,0.01,0.01,0.062,0.049,0.869
9635,0.661,0,0.004,0.019,0.316
9636,0.806,0,0.011,0.121,0.062
9637,0.384,0.001,0.037,0.405,0.173
9638,0.147,0.005,0.037,0.179,0.632
9639,0.875,0,0.006,0.021,0.098
9640,0.165,0.002,0.13,0.477,0.226
9641,0.027,0.001,0.178,0.446,0.348
9642,0.316,0,0.049,0.157,0.478
9643,0.608,0,0.006,0.021,0.365
9644,0.687,0.002,0.003,0.108,0.2
9645,0.335,0,0.042,0.4,0.223
9646,0.282,0.003,0.099,0.443,0.173
9647,0.698,0.001,0.013,0.094,0.194
9648,0.35,0.005,0.028,0.131,0.486
9649,0.852,0.001,0.021,0.026,0.1
9650,0.672,0.001,0.011,0.186,0.13
9651,0.062,0.013,0.139,0.466,0.32
9652,0.362,0,0.07,0.379,0.189
9653,0.123,0.012,0.047,0.063,0.755
9654,0.196,0,0.013,0.085,0.706
9655,0.388,0.001,0.108,0.324,0.179
9656,0.248,0,0.062,0.542,0.148
9657,0.426,0,0.062,0.301,0.211
9658,0.764,0.002,0.001,0.041,0.192
9659,0.735,0,0.013,0.045,0.207
9660,0.47,0,0.013,0.273,0.244
9661,0.519,0.001,0.071,0.335,0.074
9662,0.227,0.002,0.032,0.215,0.524
9663,0.01,0.015,0.09,0.066,0.819
9664,0.566,0,0.022,0.201,0.211
9665,0.011,0.05,0.234,0.028,0.677
9666,0.553,0,0.003,0.132,0.312
9667,0,0.017,0.094,0.012,0.877
9668,0.413,0,0.047,0.408,0.132
9669,0,0.023,0.282,0.009,0.686
9670,0.52,0.001,0.012,0.411,0.056
9671,0.391,0.004,0.108,0.226,0.271
9672,0.373,0,0.036,0.517,0.074
9673,0.554,0.001,0.044,0.165,0.236
9674,0.268,0.001,0.088,0.491,0.152
9675,0.503,0,0.017,0.357,0.123
9676,0.254,0,0.043,0.416,0.287
9677,0.001,0.01,0.098,0.015,0.876
9678,0.59,0.001,0.034,0.234,0.141
9679,0.54,0.011,0.023,0.143,0.283
9680,0.94,0.001,0.006,0.03,0.023
9681,0.476,0,0.05,0.338,0.136
9682,0.434,0.001,0.031,0.156,0.378
9683,0.581,0,0.028,0.345,0.046
9684,0.037,0.048,0.421,0.038,0.456
9685,0.493,0,0.142,0.287,0.078
9686,0.434,0.002,0.047,0.311,0.206
9687,0.296,0,0.03,0.382,0.292
9688,0.568,0.003,0.011,0.338,0.08
9689,0.001,0.018,0.049,0.008,0.924
9690,0.036,0.023,0.029,0.11,0.802
9691,0.178,0.001,0.004,0.102,0.715
9692,0.307,0.001,0.171,0.354,0.167
9693,0.636,0,0.052,0.221,0.091
9694,0.001,0.024,0.08,0.006,0.889
9695,0.107,0.001,0.004,0.025,0.863
9696,0.683,0.005,0.024,0.06,0.228
9697,0.409,0.006,0.096,0.169,0.32
9698,0.44,0,0.043,0.3,0.217
9699,0.096,0.01,0.086,0.363,0.445
9700,0.578,0,0.012,0.343,0.067
9701,0.454,0,0.061,0.408,0.077
9702,0.388,0.007,0.032,0.397,0.176
9703,0.83,0,0.009,0.036,0.125
9704,0.035,0.024,0.476,0.139,0.326
9705,0.023,0.144,0.292,0.029,0.512
9706,0.275,0.002,0.027,0.402,0.294
9707,0.005,0.018,0.087,0.008,0.882
9708,0.195,0,0.005,0.032,0.768
9709,0.469,0.004,0.032,0.18,0.315
9710,0.48,0.001,0.042,0.305,0.172
9711,0.675,0.002,0.054,0.227,0.042
9712,0.372,0,0.042,0.262,0.324
9713,0.376,0,0.036,0.532,0.056
9714,0.539,0,0.023,0.356,0.082
9715,0.863,0,0,0.074,0.063
9716,0.385,0,0.038,0.3,0.277
9717,0.271,0.002,0.06,0.107,0.56
9718,0.901,0.001,0.009,0.06,0.029
9719,0.808,0.003,0.011,0.051,0.127
9720,0.149,0.004,0.085,0.553,0.209
9721,0.453,0.001,0.02,0.176,0.35
9722,0.369,0.002,0.054,0.519,0.056
9723,0.857,0.006,0.004,0.081,0.052
9724,0.438,0.001,0.025,0.413,0.123
9725,0.01,0.119,0.157,0.014,0.7
9726,0.002,0.071,0.054,0.01,0.863
9727,0.885,0.001,0.011,0.071,0.032
9728,0.001,0.028,0.031,0.01,0.93
9729,0.422,0.001,0.049,0.222,0.306
9730,0.541,0.004,0.016,0.1,0.339
9731,0.435,0,0.033,0.341,0.191
9732,0.048,0.002,0.201,0.456,0.293
9733,0.566,0.003,0.037,0.05,0.344
9734,0.457,0,0.014,0.25,0.279
9735,0.007,0.01,0.162,0.026,0.795
9736,0.169,0.007,0.038,0.129,0.657
9737,0.173,0.014,0.151,0.035,0.627
9738,0.02,0.02,0.275,0.017,0.668
9739,0.915,0,0.012,0.044,0.029
9740,0.003,0.014,0.087,0.014,0.882
9741,0.416,0.002,0.044,0.425,0.113
9742,0.354,0.002,0.074,0.471,0.099
9743,0.552,0,0.026,0.352,0.07
9744,0.635,0,0.001,0.071,0.293
9745,0.839,0,0.006,0.076,0.079
9746,0.522,0,0.029,0.276,0.173
9747,0.018,0.059,0.325,0.028,0.57
9748,0.38,0.001,0.056,0.335,0.228
9749,0.723,0,0.011,0.019,0.247
9750,0.255,0.003,0.041,0.432,0.269
9751,0.553,0.001,0.052,0.093,0.301
9752,0.486,0,0.004,0.066,0.444
9753,0.001,0.021,0.137,0.005,0.836
9754,0.454,0.005,0.048,0.147,0.346
9755,0.269,0,0.066,0.441,0.224
9756,0.824,0.008,0.009,0.029,0.13
9757,0.57,0,0.02,0.287,0.123
9758,0.872,0,0.003,0.031,0.094
9759,0.536,0,0.053,0.295,0.116
9760,0.333,0.001,0.042,0.449,0.175
9761,0.577,0.001,0.036,0.293,0.093
9762,0,0.024,0.037,0.008,0.931
9763,0.88,0,0.002,0.046,0.072
9764,0.541,0.001,0.045,0.037,0.376
9765,0.332,0.009,0.017,0.354,0.288
9766,0.583,0.011,0.067,0.157,0.182
9767,0.594,0,0.014,0.246,0.146
9768,0.361,0.002,0.06,0.414,0.163
9769,0.343,0,0.052,0.383,0.222
9770,0.403,0,0.043,0.466,0.088
9771,0.228,0.017,0.082,0.039,0.634
9772,0.408,0,0.076,0.452,0.064
9773,0.201,0,0.024,0.304,0.471
9774,0.073,0.01,0.052,0.135,0.73
9775,0.497,0.001,0.045,0.354,0.103
9776,0.432,0,0.009,0.496,0.063
9777,0.007,0.014,0.463,0.071,0.445
9778,0.521,0,0.086,0.312,0.081
9779,0.94,0,0.002,0.042,0.016
9780,0.019,0.044,0.263,0.003,0.671
9781,0.249,0,0.004,0.018,0.729
9782,0,0.024,0.071,0.01,0.895
9783,0.408,0.013,0.077,0.205,0.297
9784,0.04,0.029,0.187,0.503,0.241
9785,0.897,0.003,0.009,0.022,0.069
9786,0.646,0,0.015,0.127,0.212
9787,0.001,0.021,0.289,0.014,0.675
9788,0.004,0.014,0.365,0.013,0.604
9789,0.003,0.019,0.082,0.012,0.884
9790,0.172,0.005,0.184,0.514,0.125
9791,0.498,0.008,0.057,0.125,0.312
9792,0.552,0,0.04,0.154,0.254
9793,0.181,0.002,0.106,0.565,0.146
9794,0.584,0,0.025,0.17,0.221
9795,0.297,0.001,0.055,0.235,0.412
9796,0.115,0.003,0.175,0.591,0.116
9797,0.523,0,0.032,0.129,0.316
9798,0.77,0,0,0.094,0.136
9799,0.791,0,0.015,0.02,0.174
9800,0.6,0,0.028,0.108,0.264
9801,0.209,0.003,0.094,0.469,0.225
9802,0.841,0.008,0.005,0.042,0.104
9803,0.001,0.036,0.083,0.013,0.867
9804,0.308,0.017,0.048,0.581,0.046
9805,0.145,0.008,0.354,0.08,0.413
9806,0.331,0,0.039,0.427,0.203
9807,0.001,0.01,0.133,0.004,0.852
9808,0.706,0.001,0.065,0.185,0.043
9809,0.357,0,0.014,0.512,0.117
9810,0,0.03,0.091,0.011,0.868
9811,0.066,0.007,0.108,0.356,0.463
9812,0.253,0.001,0.023,0.209,0.514
9813,0.298,0.055,0.166,0.025,0.456
9814,0.018,0.028,0.075,0.039,0.84
9815,0.639,0,0.013,0.255,0.093
9816,0.294,0,0.059,0.408,0.239
9817,0.894,0,0.001,0.086,0.019
9818,0.907,0,0.01,0.028,0.055
9819,0.04,0.001,0.163,0.389,0.407
9820,0.919,0,0.007,0.04,0.034
9821,0.261,0,0.041,0.117,0.581
9822,0.364,0,0.005,0.163,0.468
9823,0.37,0,0.055,0.387,0.188
9824,0.049,0.001,0.243,0.344,0.363
9825,0.548,0,0.024,0.313,0.115
9826,0.484,0.019,0.087,0.262,0.148
9827,0.719,0,0.003,0.034,0.244
9828,0.681,0.001,0.012,0.088,0.218
9829,0.665,0,0.02,0.264,0.051
9830,0.518,0.001,0.018,0.214,0.249
9831,0.556,0.001,0.026,0.247,0.17
9832,0.019,0.027,0.105,0.125,0.724
9833,0.616,0,0.019,0.203,0.162
9834,0.819,0.006,0.008,0.022,0.145
9835,0.888,0.001,0.007,0.038,0.066
9836,0.778,0.001,0.01,0.071,0.14
9837,0.439,0.002,0.006,0.173,0.38
9838,0.075,0.003,0.209,0.557,0.156
9839,0.912,0,0.003,0.048,0.037
9840,0.6,0.006,0.05,0.184,0.16
9841,0.657,0.001,0.013,0.045,0.284
9842,0.771,0,0.009,0.045,0.175
9843,0.867,0.001,0.018,0.027,0.087
9844,0.446,0,0.02,0.436,0.098
9845,0.036,0.076,0.027,0.023,0.838
9846,0.003,0.023,0.061,0.011,0.902
9847,0.48,0,0.055,0.372,0.093
9848,0.131,0.004,0.071,0.183,0.611
9849,0.499,0.001,0.015,0.183,0.302
9850,0.114,0.035,0.135,0.068,0.648
9851,0.04,0.008,0.123,0.068,0.761
9852,0.334,0,0.032,0.308,0.326
9853,0.734,0.001,0.024,0.117,0.124
9854,0.624,0,0.021,0.232,0.123
9855,0.303,0.001,0.033,0.601,0.062
9856,0.106,0.018,0.108,0.258,0.51
9857,0.5,0,0.027,0.222,0.251
9858,0.504,0.001,0.014,0.107,0.374
9859,0.408,0,0.067,0.409,0.116
9860,0.397,0,0.068,0.271,0.264
9861,0.403,0.002,0.01,0.316,0.269
9862,0.003,0.029,0.045,0.046,0.877
9863,0.412,0.002,0.021,0.418,0.147
9864,0.495,0,0.015,0.378,0.112
9865,0.001,0.014,0.072,0.007,0.906
9866,0.315,0,0.074,0.383,0.228
9867,0.713,0.009,0.082,0.021,0.175
9868,0.352,0,0.038,0.388,0.222
9869,0.528,0.002,0.013,0.118,0.339
9870,0.888,0.001,0.005,0.079,0.027
9871,0.004,0.016,0.165,0.008,0.807
9872,0.826,0,0.011,0.096,0.067
9873,0.547,0.001,0.014,0.02,0.418
9874,0.878,0,0.004,0.027,0.091
9875,0.832,0.005,0.011,0.022,0.13
9876,0.001,0.03,0.035,0.12,0.814
9877,0.407,0,0.013,0.406,0.174
9878,0.176,0,0.165,0.504,0.155
9879,0.388,0.001,0.045,0.436,0.13
9880,0.38,0.039,0.071,0.268,0.242
9881,0.79,0,0.001,0.153,0.056
9882,0.642,0,0.017,0.245,0.096
9883,0.001,0.089,0.073,0.007,0.83
9884,0.605,0.001,0.009,0.051,0.334
9885,0.657,0,0.003,0.198,0.142
9886,0.022,0.008,0.123,0.157,0.69
9887,0.112,0.009,0.077,0.092,0.71
9888,0.732,0.001,0.015,0.037,0.215
9889,0.002,0.021,0.217,0.014,0.746
9890,0.328,0.002,0.053,0.51,0.107
9891,0.408,0.001,0.092,0.248,0.251
9892,0.638,0.001,0.022,0.255,0.084
9893,0.263,0.001,0.05,0.51,0.176
9894,0,0.009,0.062,0.004,0.925
9895,0.002,0.034,0.106,0.014,0.844
9896,0.378,0.013,0.107,0.069,0.433
9897,0.027,0.018,0.273,0.024,0.658
9898,0.555,0,0.002,0.125,0.318
9899,0.922,0,0.005,0.042,0.031
9900,0.309,0,0.044,0.448,0.199
9901,0.56,0,0.052,0.17,0.218
9902,0.654,0,0.009,0.127,0.21
9903,0.004,0.013,0.104,0.005,0.874
9904,0.172,0.005,0.097,0.447,0.279
9905,0.128,0.009,0.098,0.451,0.314
9906,0.693,0.001,0.006,0.098,0.202
9907,0.001,0.018,0.095,0.008,0.878
9908,0.063,0.005,0.01,0.099,0.823
9909,0.039,0.014,0.272,0.078,0.597
9910,0.073,0.012,0.162,0.593,0.16
9911,0.544,0.001,0.029,0.128,0.298
9912,0.03,0.038,0.459,0.088,0.385
9913,0.453,0.001,0.018,0.396,0.132
9914,0.048,0.003,0.056,0.436,0.457
9915,0.883,0.001,0.009,0.027,0.08
9916,0.118,0.009,0.146,0.392,0.335
9917,0.261,0.029,0.02,0.033,0.657
9918,0.414,0,0.023,0.449,0.114
9919,0.639,0,0.014,0.243,0.104
9920,0.868,0.001,0.002,0.026,0.103
9921,0.334,0,0.062,0.29,0.314
9922,0.001,0.016,0.236,0.005,0.742
9923,0.061,0.041,0.14,0.193,0.565
9924,0.094,0,0.021,0.362,0.523
9925,0.018,0.002,0.084,0.619,0.277
9926,0.777,0,0.008,0.029,0.186
9927,0.756,0.003,0.019,0.033,0.189
9928,0.09,0.024,0.029,0.018,0.839
9929,0.079,0.023,0.085,0.073,0.74
9930,0.133,0.046,0.086,0.102,0.633
9931,0.409,0.001,0.011,0.521,0.058
9932,0.398,0,0.011,0.522,0.069
9933,0.433,0,0.029,0.331,0.207
9934,0.158,0.008,0.078,0.339,0.417
9935,0.136,0,0.006,0.1,0.758
9936,0.29,0,0.068,0.558,0.084
9937,0.017,0.042,0.331,0.015,0.595
9938,0.889,0,0.009,0.045,0.057
9939,0.348,0,0.008,0.185,0.459
9940,0.523,0.001,0.053,0.243,0.18
9941,0.344,0,0.076,0.259,0.321
9942,0.006,0.02,0.132,0.007,0.835
9943,0.559,0.001,0.042,0.144,0.254
9944,0.905,0.001,0.005,0.021,0.068
9945,0.688,0,0.001,0.116,0.195
9946,0.279,0,0.09,0.501,0.13
9947,0.787,0,0.014,0.021,0.178
9948,0.865,0,0.008,0.041,0.086
9949,0.218,0.001,0.075,0.486,0.22
9950,0.003,0.173,0.329,0.013,0.482
9951,0.187,0,0.038,0.202,0.573
9952,0.213,0,0.008,0.091,0.688
9953,0.783,0.001,0.011,0.058,0.147
9954,0.78,0,0.001,0.14,0.079
9955,0.604,0,0.007,0.018,0.371
9956,0.271,0,0.062,0.497,0.17
9957,0.062,0.026,0.048,0.03,0.834
9958,0.177,0,0.021,0.46,0.342
9959,0.254,0.011,0.09,0.386,0.259
9960,0.744,0,0.002,0.066,0.188
9961,0.509,0,0.01,0.152,0.329
9962,0.643,0.002,0.008,0.081,0.266
9963,0.865,0.001,0.014,0.031,0.089
9964,0.531,0,0.033,0.345,0.091
9965,0.907,0,0.006,0.024,0.063
9966,0.788,0.002,0.016,0.015,0.179
9967,0.009,0.048,0.077,0,0.866
9968,0.937,0,0.003,0.028,0.032
9969,0.11,0,0.032,0.128,0.73
9970,0,0.091,0.095,0.008,0.806
9971,0.281,0.001,0.229,0.209,0.28
9972,0.366,0.001,0.006,0.119,0.508
9973,0.616,0,0.006,0.108,0.27
9974,0.472,0,0.037,0.425,0.066
9975,0.003,0.018,0.056,0.184,0.739
9976,0.027,0.022,0.142,0.098,0.711
9977,0.002,0.029,0.166,0.017,0.786
9978,0.179,0.003,0.181,0.055,0.582
9979,0.008,0.008,0.034,0.019,0.931
9980,0.611,0,0.013,0.059,0.317
9981,0.468,0.001,0.034,0.224,0.273
9982,0.274,0,0.034,0.421,0.271
9983,0.767,0.052,0.016,0.056,0.109
9984,0.373,0.003,0.037,0.475,0.112
9985,0.705,0.001,0.003,0.098,0.193
9986,0.065,0.003,0.189,0.471,0.272
9987,0.327,0,0.03,0.464,0.179
9988,0.462,0.001,0.026,0.422,0.089
9989,0.678,0,0.009,0.223,0.09
9990,0.259,0.002,0.041,0.538,0.16
9991,0.728,0.014,0.008,0.133,0.117
9992,0.033,0.024,0.311,0.024,0.608
9993,0.053,0.02,0.092,0.331,0.504
9994,0.727,0,0.002,0.203,0.068
9995,0.8,0,0.018,0.111,0.071
9996,0.692,0,0.002,0.2,0.106
9997,0.377,0.001,0.082,0.413,0.127
9998,0.731,0,0.004,0.191,0.074
9999,0.56,0,0.017,0.347,0.076
10000,0.026,0.015,0.156,0.044,0.759
10001,0.603,0,0.016,0.032,0.349
10002,0.441,0.002,0.095,0.249,0.213
10003,0,0.006,0.102,0.009,0.883
10004,0.104,0.025,0.087,0.028,0.756
10005,0.427,0,0.045,0.455,0.073
10006,0.923,0,0.008,0.036,0.033
10007,0.082,0.002,0.071,0.305,0.54
10008,0.253,0.001,0.094,0.092,0.56
10009,0.033,0.002,0.215,0.367,0.383
10010,0,0.037,0.082,0.024,0.857
10011,0.372,0.001,0.033,0.325,0.269
10012,0.242,0.003,0.05,0.287,0.418
10013,0.913,0.002,0.007,0.022,0.056
10014,0.131,0.021,0.049,0.036,0.763
10015,0.74,0.011,0.029,0.007,0.213
10016,0.038,0.056,0.275,0.013,0.618
10017,0.365,0,0.029,0.524,0.082
10018,0.05,0.023,0.157,0.377,0.393
10019,0.081,0.004,0.166,0.477,0.272
10020,0.345,0,0.077,0.373,0.205
10021,0.65,0.002,0.014,0.06,0.274
10022,0.099,0.058,0.033,0.02,0.79
10023,0.256,0.001,0.052,0.467,0.224
10024,0.945,0,0.011,0.028,0.016
10025,0.535,0.001,0.038,0.171,0.255
10026,0.151,0,0.049,0.117,0.683
10027,0.723,0,0.043,0.045,0.189
10028,0.469,0,0.036,0.346,0.149
10029,0.518,0.002,0.042,0.375,0.063
10030,0.854,0,0.006,0.027,0.113
10031,0.006,0.016,0.108,0.01,0.86
10032,0.447,0.001,0,0.464,0.088
10033,0.162,0.001,0.016,0.175,0.646
10034,0.229,0.039,0.049,0.023,0.66
10035,0.516,0.001,0.031,0.114,0.338
10036,0.838,0.001,0.017,0.03,0.114
10037,0.059,0.002,0.267,0.338,0.334
10038,0.229,0,0.043,0.345,0.383
10039,0,0.052,0.046,0.009,0.893
10040,0.641,0,0.019,0.221,0.119
10041,0.88,0,0.012,0.022,0.086
10042,0.006,0.042,0.21,0.034,0.708
10043,0.311,0.001,0.027,0.461,0.2
10044,0.601,0.025,0.01,0.032,0.332
10045,0.001,0.045,0.046,0.011,0.897
10046,0.74,0,0.004,0.199,0.057
10047,0.55,0.003,0.03,0.075,0.342
10048,0.462,0.002,0.035,0.393,0.108
10049,0.57,0,0.001,0.338,0.091
10050,0.458,0.002,0.009,0.455,0.076
10051,0.535,0,0.015,0.339,0.111
10052,0.021,0.018,0.507,0.029,0.425
10053,0.008,0.014,0.422,0.03,0.526
10054,0.72,0,0.009,0.028,0.243
10055,0.812,0.001,0.01,0.041,0.136
10056,0.496,0.004,0.046,0.184,0.27
10057,0.51,0,0.004,0.384,0.102
10058,0.101,0.004,0.047,0.244,0.604
10059,0.592,0.002,0.003,0.135,0.268
10060,0,0.074,0.086,0.012,0.828
10061,0.118,0.002,0.094,0.405,0.381
10062,0.025,0.018,0.262,0.431,0.264
10063,0.619,0.002,0.009,0.046,0.324
10064,0.129,0.001,0.019,0.16,0.691
10065,0.774,0,0.002,0.034,0.19
10066,0.267,0,0.055,0.48,0.198
10067,0,0.008,0.097,0.006,0.889
10068,0.657,0.001,0.021,0.159,0.162
10069,0.638,0,0.057,0.254,0.051
10070,0.001,0.03,0.152,0.007,0.81
10071,0.004,0.019,0.096,0.015,0.866
10072,0.403,0.001,0.035,0.394,0.167
10073,0.953,0.001,0.008,0.019,0.019
10074,0.525,0,0.065,0.074,0.336
10075,0.015,0.021,0.564,0.063,0.337
10076,0.711,0,0.001,0.194,0.094
10077,0.001,0.017,0.136,0.003,0.843
10078,0.659,0,0.003,0.269,0.069
10079,0.458,0,0.013,0.157,0.372
10080,0.009,0.029,0.068,0.028,0.866
10081,0.447,0,0.052,0.237,0.264
10082,0.71,0.03,0.012,0.041,0.207
10083,0.926,0,0.001,0.036,0.037
10084,0.001,0.016,0.073,0.004,0.906
10085,0.633,0,0.008,0.238,0.121
10086,0.597,0,0.016,0.272,0.115
10087,0.696,0,0.014,0.014,0.276
10088,0.784,0,0.001,0.152,0.063
10089,0.396,0,0.032,0.348,0.224
10090,0.17,0.001,0.154,0.533,0.142
10091,0.395,0.001,0.038,0.491,0.075
10092,0.413,0,0.028,0.234,0.325
10093,0.291,0.001,0.039,0.18,0.489
10094,0.37,0,0.059,0.288,0.283
10095,0.484,0,0.018,0.072,0.426
10096,0.515,0,0.058,0.183,0.244
10097,0.737,0,0.001,0.092,0.17
10098,0,0.022,0.104,0.011,0.863
10099,0.103,0.007,0.12,0.225,0.545
10100,0.571,0.001,0.024,0.197,0.207
10101,0.285,0,0.041,0.311,0.363
10102,0.004,0.027,0.079,0.01,0.88
10103,0.529,0,0.017,0.014,0.44
10104,0.01,0.019,0.162,0.004,0.805
10105,0.399,0.016,0.046,0.016,0.523
10106,0.807,0.001,0.02,0.016,0.156
10107,0.036,0.003,0.068,0.282,0.611
10108,0.521,0.002,0.012,0.091,0.374
10109,0.535,0.001,0.022,0.344,0.098
10110,0.049,0.013,0.132,0.499,0.307
10111,0.781,0,0.016,0.042,0.161
10112,0.945,0.001,0.006,0.025,0.023
10113,0.002,0.036,0.197,0.007,0.758
10114,0.571,0,0.017,0.066,0.346
10115,0.075,0.022,0.26,0.095,0.548
10116,0.004,0.017,0.329,0.026,0.624
10117,0.888,0,0.014,0.019,0.079
10118,0.728,0,0.005,0.175,0.092
10119,0.925,0.002,0.009,0.011,0.053
10120,0.819,0,0.026,0.105,0.05
10121,0.862,0,0.011,0.046,0.081
10122,0.044,0.002,0.231,0.417,0.306
10123,0.383,0.004,0.229,0.091,0.293
10124,0.579,0,0.009,0.242,0.17
10125,0.902,0,0.001,0.038,0.059
10126,0.007,0.07,0.023,0.059,0.841
10127,0.815,0.001,0.004,0.068,0.112
10128,0.057,0.01,0.167,0.418,0.348
10129,0.003,0.055,0.085,0.016,0.841
10130,0.062,0.007,0.029,0.129,0.773
10131,0.821,0.003,0.018,0.013,0.145
10132,0.366,0.002,0.024,0.263,0.345
10133,0.017,0.007,0.314,0.068,0.594
10134,0.806,0,0.001,0.035,0.158
10135,0.79,0,0.001,0.177,0.032
10136,0.513,0,0.017,0.205,0.265
10137,0.279,0.044,0.059,0.54,0.078
10138,0.003,0.013,0.154,0.007,0.823
10139,0.225,0,0.082,0.437,0.256
10140,0.395,0.002,0.236,0.247,0.12
10141,0.003,0.011,0.107,0.011,0.868
10142,0.789,0,0.002,0.153,0.056
10143,0.239,0.346,0.072,0.021,0.322
10144,0.466,0.01,0.074,0.177,0.273
10145,0.029,0.018,0.484,0.049,0.42
10146,0.276,0.002,0.062,0.542,0.118
10147,0.063,0.042,0.082,0.058,0.755
10148,0.784,0,0.003,0.165,0.048
10149,0.796,0,0.01,0.026,0.168
10150,0.013,0.007,0.364,0.112,0.504
10151,0.001,0.011,0.072,0.007,0.909
10152,0.042,0.045,0.334,0.015,0.564
10153,0.863,0.001,0.01,0.022,0.104
10154,0.286,0,0.045,0.194,0.475
10155,0.827,0.001,0.019,0.084,0.069
10156,0.416,0.002,0.029,0.436,0.117
10157,0.801,0,0.001,0.165,0.033
10158,0.735,0,0.018,0.144,0.103
10159,0.654,0.001,0.011,0.02,0.314
10160,0.39,0.009,0.112,0.422,0.067
10161,0.001,0.044,0.145,0.011,0.799
10162,0.863,0.001,0.02,0.027,0.089
10163,0.254,0,0.072,0.46,0.214
10164,0.564,0.003,0.018,0.314,0.101
10165,0.611,0,0.005,0.03,0.354
10166,0.001,0.016,0.147,0.006,0.83
10167,0.037,0.002,0.112,0.364,0.485
10168,0.003,0.053,0.06,0.009,0.875
10169,0.664,0,0.004,0.059,0.273
10170,0.398,0.003,0.014,0.063,0.522
10171,0.002,0.021,0.079,0.011,0.887
10172,0.145,0.015,0.137,0.069,0.634
10173,0.727,0.001,0.003,0.185,0.084
10174,0.027,0.012,0.12,0.075,0.766
10175,0.35,0.02,0.024,0.03,0.576
10176,0.002,0.028,0.058,0.013,0.899
10177,0.15,0.05,0.185,0.028,0.587
10178,0.623,0.001,0.011,0.291,0.074
10179,0.045,0.022,0.225,0.046,0.662
10180,0,0.059,0.576,0.021,0.344
10181,0.651,0.001,0.003,0.29,0.055
10182,0.676,0,0.003,0.207,0.114
10183,0.46,0.001,0.022,0.447,0.07
10184,0.593,0.001,0.021,0.327,0.058
10185,0.007,0.009,0.076,0.072,0.836
10186,0.422,0.016,0.146,0.176,0.24
10187,0.807,0.002,0.011,0.045,0.135
10188,0.56,0,0.144,0.22,0.076
10189,0.936,0.001,0.009,0.037,0.017
10190,0.013,0.101,0.414,0.02,0.452
10191,0.898,0,0.008,0.026,0.068
10192,0.004,0.303,0.28,0.009,0.404
10193,0.326,0,0.026,0.559,0.089
10194,0.294,0,0.012,0.032,0.662
10195,0.156,0.005,0.11,0.457,0.272
10196,0.571,0,0.023,0.354,0.052
